name,alias,addr,lat,lon,tel,link,menu,flag,media
칼먹은삼겹살,안양1번가점,경기도 안양시 만안구 안양동 674-49 (2층),37.3998422,126.9213187,031-466-9909,"삼겹살, 목살, 갈매기살, 우삼겹, 된장찌개","14,000~15,000원|2023.7",,P9Wb-jcd_Pk
코파카바나 그릴,,서울시 용산구 이태원동 56-21,37.5339652,126.989725,02-796-1660,"(월휴무) 브라질식 바비큐 슈하스코, 샐러드바, 생생정보 (873회) 방영","(평일점심) 29,000 (저녁및주말) 35,000원|2021.11",,gYhEkIi1dFY
쿠우쿠우,골드 강동점,"서울시 강동구 천호동 42 (홈플러스 지하1층,천호동)",37.5457146,127.1422553,02-484-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 24,900 [평저] 29,900 [주말] 33,900원|2024.04",,0S7DQQ74Dpg
쿠우쿠우,명동점,서울시 중구 명동 1가 7-1번지 (4층),37.5642401,126.9853546,02-753-1230,(1~2만원대) 매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,,,Ii2AvghAxg8
쿠우쿠우,미사점,경기도 하남시 망월동 1093 (경서타워 11층),37.5662089,127.1910652,031-795-1998,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 20,900 [평저] 25,900 [주말] 27,900원|2024.02",,HvSFygJqiOE
쿠우쿠우,보라매공원점,서울시 동작구 보라매로5가길 16 (보라매아카데미타워 7층),37.4913263,126.924075,02-835-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"(평점) 23,900 (평저) 28,900 (주말) 31,900원|2023.1",,AyOEkkx1lbA
쿠우쿠우,상봉점,"서울시 중랑구 상봉2동 101 (이지펠리스, 3층)",37.5964876,127.0875413,02-433-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 23,900 [평저] 28,900 [주말] 31,900원|2023.1",,1XIYp6ijaBw
쿠우쿠우,성남본점,"경기도 성남시 수정구 수정로 138 (쿠우쿠우빌딩 6,7층)",37.4417713,127.1354642,031-759-9000,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"(평점) 18,900 (평저) 23,900 (주말) 25,900원|2022.5",,39-vz-XLQ8M
쿠우쿠우,연신내점,서울시 은평구 통일로856 (메트로타워 6층),37.6197065,126.9216803,02-388-3690,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"(평점) 19,900 (평저) 24,900 (주말) 26,900원|2022.12",,T64tiDep1No
쿠우쿠우,울산동구점,울산시 동구 일산동 949-4 (3층),35.4979357,129.4297126,052-252-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 20,900 [평저] 22,900 [주말] 24,900원|2023.8",,vYgHQP-XG-I
쿠우쿠우,은계점,경기도 시흥시 은행동 646-10 (6층),37.437124,126.8039223,031-317-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 22,900 [평저] 27,900 [주말] 29,900원|2023.3",,67Sfz3Mqtt0
쿠우쿠우,의정부점,경기도 의정부시 의정부 1동 184-6 (3층),37.7424305,127.0502551,031-846-6274,[화요일 휴무] 매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 20,900 [평저] 25,900 [주말] 27,900원|2023.08",,PnnD5eRh0o8
쿠우쿠우,일산호수공원점,경기도 고양시 일산동구 장항동 869 (SK엠시티 3층),37.6548021,126.7708556,031-932-9752,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 24,900 [평저] 29,900 [주말] 32,900원|2023.12",,WF7VQn-6iBQ
쿠우쿠우,포항상원점,경상북도 포항시 북구 중앙로 273 (9층),36.0374302,129.3650502,054-242-6274,매일 아침 공급되는 신선한 재료로 만든 스시 롤 샐러드 뷔페,"[평점] 19,900 [평저] 23,900 [주말] 24,900원|2023.7",,ElZJq8_ceck
큰두레무한리필,,서울시 강북구 도봉로 284,37.6337107,127.0237086,02-983-9992,"돼지양념갈비, 삼겹살, 목살, 닭갈비, 우삼겹","16,900원|2023.09",,aXCoUo1oOg8
키누카누(키카),,서울시 강서구 마곡동 797-1 (B1 KIKA),37.559273,126.8346956,02-6421-9876,200여가지 다양한 즐거움.  스시 전문 브랜드,"[평점] 19,900 [평저] 25,900 [주말] 26,900원|2022.10",,qBtjzq8V94I
키친폿,,경기도 안양시 동안구 호계동 1050 (3층),37.3899192,126.9533393,031-385-7797,"[월요일 휴무] 소고기 샤브샤브 뷔페, 소주, 맥주","[평점] 24,900 [평저] 28,900 [주말] 29,900원|2024.08",,WuFjITdUzPM
킬맨참치,직영2호점,서울시 중랑구 상봉동 107-42,37.5946717,127.0862892,02-435-2645,(2인 이상) (주류 주문 필수) 참치 ,"17,000~28,000원|2022.7",,MhmYtcR8uYA
타지팰리스(Taj Palace),이태원점,서울시 용산구 이태원동 132-2 (2층),37.5336983,126.9954183,02-790-5786,(주말) 할랄(Halal) 인도 요리,"22,900원|2023.2",,YIv-pCK4m_0
태능참숯화로구이,성남모란점,경기도 성남시 중원구 성남동 2317,37.4343463,127.1377809,031-757-1278,"(2인 이상) 돼지갈비, 갈매기살","[월~목점심] 13,900 [저녁및주말] 15,900원|2022.5",,zWSZfXWg1nY
통큰갈비,대학로점,서울시 종로구 창경궁로 258-12 (1층),37.5837156,127.0003714,02-764-3374,4년의 시행착오 끝에 탄생한 비법양념으로 72시간 숙성한 15mm의 두툼한 숯불 스테이크갈비,"13,000원|2022.8",,Ywk6vVSAJBw
통큰갈비,홍대점,서울시 마포구 어울마당로 151-1,37.55680649,126.9267071,02-337-5553,숯불 스테이크갈비 + 삼겹살 + 닭갈비 + 족구이,"16,000~17,000원|2024.05",,TBHFaSA-0Jg
트웰라잇존,,서울시 용산구 이태원동 127-24 (TwilightZone),37.5341472,126.9954358,02-794-3076,(저녁) 칵테일,"남자 22,000원; 여자 17,000원|2021.11",,Zh0Q-soePtk
편백가원,의정부점,경기도 의정부시 의정부동 202-13 (1층),37.7423908,127.0479831,0507-1423-2747,[화요일 휴무] 편백찜(1회) + 소고기 샤브샤브,"[평일점심] 19,900 [저녁및주말] 21,900원|2023.12",,UIq7Q1nkqjY
편백회관,일산화정점,경기도 고양시 덕양구 화정동 978-1 (3층),37.6328492,126.8326403,0507-1418-9315,"편백찜, 소고기 샤브샤브, 공기밥","[평일점심] 16,900 [저녁및주말] 19,900원|2024.07",,aSVjUqAzmjM
편안집,금천시흥점,서울시 금천구 시흥동 987-12 (1층),37.4488062,126.9024135,0507-1387-7262,편백찜(1회)+샤브샤브+월남쌈,"[평일점심] 16,900 [저녁및주말] 18,900원|2024.8",,Ce5ZqfrGbhg
편편집,길동점,서울시 강동구 길동 385-10 (2층),37.5378063,127.1368948,0507-1494-0615,"(마라 1,000원 추가) 소고기 샤브샤브, 월남쌈, 공기밥","[평일점심] 16,900 [저녁및주말] 18,900원|2024.03",,p2G8OkLxleA
푸릴리,이천점,경기도 이천시 중리동 468-17,37.2751776,127.4498794,031-635-0222,돈까스 & 샐러드바 뷔페Style 레스토랑,"9,000원|2021.10",,LajSkBcuz-E
피자몰,뉴코아강남점,서울시 서초구 잠원동 70-2 (1관 지하1층),37.509239,127.007459,070-4779-2738,"Since 1994, 23년 전통 세계 각국의 피자와 샐러드, 디저트","[평점] 12,900 [평저] 15,900 [주말] 17,900원|2023.8",,tF2fbYfDb_Y
피자몰,울산점,울산시 중구 성남동 256-24 (리버플레이스 본관 3층),35.5531516,129.3203693,070-4757-4131,"Since 1994, 23년 전통 세계 각국의 피자와 샐러드, 디저트","[평점] 12,900 [평저] 15,900 [주말] 17,900원|2023.8",,mahIubMAkw8
한쌈,안양1번가점,경기도 안양시 만안구 안양동 674-117 (2층),37.3993875,126.921546,031-469-3592,"목살, 항정, 가브리, 양념갈비, 갈매기, 대패, 오리고기, 찜닭, 순대, 공기밥, 음료수","15,900원|2022.2",,Xf5DycK7cnA
한패,산본점,경기도 군포시 산본동 1140-2,37.3586848,126.9313637,031-396-8820,"삼겹살, 목살, 생오리, 항정살, 훈제, 우삼겹","15,500~18,900원|2023.5",,1N0JcezuuRI
호오탕훠궈,분당미금점,경기도 성남시 분당구 구미동 30 (웰파크 2층),37.3489303,127.110419,031-711-6660,"훠궈 (소고기, 양고기, 돼지고기, 해산물, 야채)","19,900원|2022.7",,NAnYNa_1Xwc
호오탕훠궈,성남위례점,경기도 성남시 수정구 창곡동 509 (위례중앙역중앙타워 B1),37.4734728,127.1427374,031-756-8630,"훠궈 (3가지 육수 , 소고기, 양고기, 돼지고기, 각종 해산물과 야채), 꿔바로우","19,900원|2023.6",,keCjQzAtnNw
호타루,,서울시 관악구 청룡동 1569-4 (지하 1층),37.4788467,126.9520296,010-8729-2932,"연어, 보쌈 (음료1잔 포함)","23,900~35,800원|2021.8",,ekrj6zpv1N0
화로상회,갈현점,서울시 은평구 갈현동 430-12,37.62000402,126.916868,02-356-6292,"(월휴무) 최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공깃밥 & 셀프바","16,900원|2022.9",,zy-xxVqdFZY
화로상회,강남논현점,서울시 강남구 논현동 144-3,37.5094368,127.0232248,02-540-8592,"숯불닭갈비, 옛날양념갈비, 참숯통삼겹, 원조막창, 돼지껍데기, 공기밥","16,900원|2022.12",,8ABRW6aIA6Y
화로상회,구리수택점,경기도 구리시 수택동 524-4,37.5991656,127.1427252,031-564-0082,"최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공기밥 & 셀프바","16,900원|2022.7",,eWC8tSdCh_4
화로상회,신촌점,서울시 서대문구 창천동 5-23,37.5588588,126.9396851,02-363-2292,"숯불닭갈비, 옛날양념갈비, 참숯통삼겹, 원조막창, 돼지껍데기, 공기밥","16,900원|2023.1",,owtUez5QzCY
화로상회,운서역점,인천시 중구 운서동 2801-1 (2층),37.4944724,126.4908246,032-751-2292,"최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공깃밥 & 셀프바","17,500원|2023.7",,ol285m0sWxA
화로상회,천호점,서울시 강동구 천호동 453-8 (2층),37.5385014,127.1275006,02-477-6274,"최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공깃밥 & 셀프바","17,500원|2024.03",,jI5Hm-sjEdA
화로상회,포항이동점,경상북도 포항시 남구 이동 662-5,36.0261723,129.3393225,054-275-5770,"최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공깃밥 & 셀프바",17500|2023.8,,p6vdzbij1AY
화로상회,화정역점,경기도 고양시 덕양구 화정동 986 (동민프라자빌딩 2층),37.6316912,126.8330312,031-978-6797,"[월~금 4시, 주말 12시] 최상급 육질의 맛좋은 돼지고기(옛날생갈비, 삼겹살, 원조막창, 돼지껍데기), 공깃밥 & 셀프바","19,500원|2024.08",,8v3-i0Jh9QI
회식의달인,미사강변점,경기도 하남시 망월동 1079-2 (2층),37.5664362,127.1897332,031-793-7300,"[2인 이상] 소고기, 돼지고기 등 20여가지, 독일맥주","29,900~39,900원|2024.01",,wcewmXapfMc
회식의달인,신논현점,서울시 강남구 논현동 144-8 (2층),37.5090246,127.0234745,02-518-2622,"(2만원대) 소고기,돼지고기,갈비,소막창등 20여가지 고기, 공기밥",,,V1f7wM7Y7Cw
횡성집,,경기도 구리시 수택동 381-19,37.5989025,127.1391346,031-566-0906,"(오후 3시부터) 삼겹살, 목살, 가브리살, 항정살, 껍데기","14,500원|2022.7",,UDIZoYQTbJY
훠궈나라,강남점,서울시 강남구 역삼동 813-8 (2층),37.5024034,127.0265397,02-554-7701,"(혼밥 2,000원 추가) 훠궈(양고기, 우삼겹, 우전각, 삼겹살,야채)","[평일점심] 13,800 [저녁및주말] 17,800원|2023.10",,UmxK2_ORV4c
훠궈나라,홍대직영점,서울시 마포구 어울마당로 133,37.5562566,126.9246488,02-322-1592,"(1만원대) 훠궈 (백탕,홍탕,토마토탕,버섯탕)",,,u-5NsAQ-bbE
휘닉스 제주 코지 뷔페,,제주도 서귀포시 성산읍 고성리 127-2 (벨라테라스 오렌지동 1F),33.4309534,126.9282879,0507-1391-7732,[저녁] 오직 제주에서만 만나볼 수 있는 아주 특별한 한 끼,"110,000원|2023.10",,6raGxEJV-QQ
히츠지야,마곡발산점,서울시 강서구 마곡동 772-8 (에이스프라자 1층),37.5606178,126.8331596,02-2039-3221,"훗카이도식 저온 숙성 양갈비, 노미호다이(알콜, 논알콜)","38,000~56,000원|2022.8",,o1syFQICJtw
히츠지야,하남미사점,경기도 하남시 망월동 1099 (1층),37.5636508,127.1901448,0507-1319-9307,"[평일 5시, 주말 12시부터] 양갈비, 생맥주 칵테일, 하이볼","42,000~65,000원|2024.02",,IK8BL11OqeA
히츠지야,합정점,서울시 마포구 서교동 395-36,37.5493339,126.9168275,02-332-6217,"프리미엄 램 생등심, 양념 생갈비, 텐더로인, 치즈 함박스테이크, 생방송투데이 (2017.12.01) 방영","35,000~52,000원|2021.5",,87lxrO_pwOU
